sep=,
"Account Description","Account Date","Bank / Customer / Supplier","Reference","Transaction Type","Description","Debit","Credit","Balance"
,"11/03/2025","8400/000 : FNB","30.00 ISHRAQ LLC 4XX*5191 09 MAR XX3096 30.00 ISHRAQ LLC 4XXXXX*5191 09 MAR XXXXXXXXXXXXXXXXXXX3096","Account Payment","30.00 ISHRAQ LLC 4XX*5191 09 MAR XX3096 30.00 ISHRAQ LLC 4XXXXX*5191 09 MAR XXXXXXXXXXXXXXXXXXX3096","561.42",,"279751.94"
,"11/03/2025","8400/000 : FNB","Intuit 570.40 INTUIT *QBoo 4XXXXX*5225 09 MAR XXXXXXXXXXXXXXXXXXX7617 Intuit","Account Payment","Intuit 570.40 INTUIT *QBoo 4XXXXX*5225 09 MAR XXXXXXXXXXXXXXXXXXX7617 Intuit","570.4",,"280322.34"
,"11/03/2025","8400/000 : FNB","40.00 REPLIT, INC. 4XX*5191 09 MAR XX3571 40.00 REPLIT, INC. 4XXXXX*5191 09 MAR XXXXXXXXXXXXXXXXXXX3","Account Payment","40.00 REPLIT, INC. 4XX*5191 09 MAR XX3571 40.00 REPLIT, INC. 4XXXXX*5191 09 MAR XXXXXXXXXXXXXXXXXXX","748.55",,"281070.89"
,"11/03/2025","8400/000 : FNB","40.00 VERCEL INC. 4XX*5225 08 MAR XX3613 40.00 VERCEL INC. 4XXXXX*5225 08 MAR XXXXXXXXXXXXXXXXXXX361","Account Payment","40.00 VERCEL INC. 4XX*5225 08 MAR XX3613 40.00 VERCEL INC. 4XXXXX*5225 08 MAR XXXXXXXXXXXXXXXXXXX36","748.55",,"281819.44"
,"11/03/2025","8400/000 : FNB","49.00 SKRAPP.IO STA 4XX*5191 09 MAR XX6590 49.00 SKRAPP.IO STA 4XXXXX*5191 09 MAR XXXXXXXXXXXXXXXXXX","Account Payment","49.00 SKRAPP.IO STA 4XX*5191 09 MAR XX6590 49.00 SKRAPP.IO STA 4XXXXX*5191 09 MAR XXXXXXXXXXXXXXXXX","916.98",,"282736.42"
,"11/03/2025","8400/000 : FNB","69.00 OPENAI *CHATG 4XX*5191 09 MAR XX3181 69.00 OPENAI *CHATG 4XXXXX*5191 09 MAR XXXXXXXXXXXXXXXXXX","Account Payment","69.00 OPENAI *CHATG 4XX*5191 09 MAR XX3181 69.00 OPENAI *CHATG 4XXXXX*5191 09 MAR XXXXXXXXXXXXXXXXX","1291.25",,"284027.67"
,"11/03/2025","8400/000 : FNB","70.00 NOTION LABS, 4XX*5191 10 MAR XX6201 70.00 NOTION LABS, 4XXXXX*5191 10 MAR XXXXXXXXXXXXXXXXXXX6","Account Payment","70.00 NOTION LABS, 4XX*5191 10 MAR XX6201 70.00 NOTION LABS, 4XXXXX*5191 10 MAR XXXXXXXXXXXXXXXXXXX","1309.97",,"285337.64"
,"11/03/2025","8400/000 : FNB","Github Inc. 91.00 GITHUB, INC. 4XXXXX*5191 08 MAR XXXXXXXXXXXXXXXXXXX4888 Github Inc.","Account Payment","Github Inc. 91.00 GITHUB, INC. 4XXXXX*5191 08 MAR XXXXXXXXXXXXXXXXXXX4888 Github Inc.","1702.96",,"287040.6"
,"11/03/2025","8400/000 : FNB","150.00 AUTH0.COM 4XX*5191 08 MAR XX9532 150.00 AUTH0.COM 4XXXXX*5191 08 MAR XXXXXXXXXXXXXXXXXXX9532","Account Payment","150.00 AUTH0.COM 4XX*5191 08 MAR XX9532 150.00 AUTH0.COM 4XXXXX*5191 08 MAR XXXXXXXXXXXXXXXXXXX9532","2807.07",,"289847.67"
,"11/03/2025","8400/000 : FNB","499.00 CASSIDYAI.CO 4XX*5191 09 MAR XX6861 499.00 CASSIDYAI.CO 4XXXXX*5191 09 MAR XXXXXXXXXXXXXXXXXX","Account Payment","499.00 CASSIDYAI.CO 4XX*5191 09 MAR XX6861 499.00 CASSIDYAI.CO 4XXXXX*5191 09 MAR XXXXXXXXXXXXXXXXX","9338.19",,"299185.86"
,"12/03/2025","8400/000 : FNB","32.00 BUBBLE STARTE 4XX*5191 11 MAR XX7091 32.00 BUBBLE STARTE 4XXXXX*5191 11 MAR XXXXXXXXXXXXXXXXXX","Account Payment","32.00 BUBBLE STARTE 4XX*5191 11 MAR XX7091 32.00 BUBBLE STARTE 4XXXXX*5191 11 MAR XXXXXXXXXXXXXXXXX","600.59",,"299786.45"
,"12/03/2025","8400/000 : FNB","Shopify 3633.95 SHOPIFY* 33 4XXXXX*5225 10 MAR XXXXXXXXXXXXXXXXXXX5039 Shopify","Account Payment","Shopify 3633.95 SHOPIFY* 33 4XXXXX*5225 10 MAR XXXXXXXXXXXXXXXXXXX5039 Shopify","68005.05",,"367791.5"
,"12/03/2025","8400/000 : FNB","99.00 DYNAMIC.XYZ 4XX*5191 11 MAR XX0875 99.00 DYNAMIC.XYZ 4XXXXX*5191 11 MAR XXXXXXXXXXXXXXXXXXX087","Account Payment","99.00 DYNAMIC.XYZ 4XX*5191 11 MAR XX0875 99.00 DYNAMIC.XYZ 4XXXXX*5191 11 MAR XXXXXXXXXXXXXXXXXXX08","1858.06",,"369649.56"
,"13/03/2025","8400/000 : FNB","Intuit 570.40 INTUIT *QBoo 4XXXXX*5225 11 MAR XXXXXXXXXXXXXXXXXXX8146 Intuit","Account Payment","Intuit 570.40 INTUIT *QBoo 4XXXXX*5225 11 MAR XXXXXXXXXXXXXXXXXXX8146 Intuit","570.4",,"370219.96"
,"13/03/2025","8400/000 : FNB","Intuit 570.40 INTUIT *QBoo 4XXXXX*5225 11 MAR XXXXXXXXXXXXXXXXXXX8112 Intuit","Account Payment","Intuit 570.40 INTUIT *QBoo 4XXXXX*5225 11 MAR XXXXXXXXXXXXXXXXXXX8112 Intuit","570.4",,"370790.36"
,"13/03/2025","8400/000 : FNB","Github Inc. 42.00 GITHUB, INC. 4XXXXX*5191 11 MAR XXXXXXXXXXXXXXXXXXX9230 Github Inc.","Account Payment","Github Inc. 42.00 GITHUB, INC. 4XXXXX*5191 11 MAR XXXXXXXXXXXXXXXXXXX9230 Github Inc.","788.27",,"371578.63"
,"13/03/2025","8400/000 : FNB","Github Inc. 65.85 GITHUB, INC. 4XXXXX*5191 11 MAR XXXXXXXXXXXXXXXXXXX1385 Github Inc.","Account Payment","Github Inc. 65.85 GITHUB, INC. 4XXXXX*5191 11 MAR XXXXXXXXXXXXXXXXXXX1385 Github Inc.","1235.89",,"372814.52"
,"13/03/2025","8400/000 : FNB","Shopify 74.75 SHOPIFY* 3401 4XXXXX*5225 11 MAR XXXXXXXXXXXXXXXXXXX9481 Shopify","Account Payment","Shopify 74.75 SHOPIFY* 3401 4XXXXX*5225 11 MAR XXXXXXXXXXXXXXXXXXX9481 Shopify","1402.93",,"374217.45"
,"13/03/2025","8400/000 : FNB","Github Inc. 210.00 GITHUB, INC. 4XXXXX*5225 11 MAR XXXXXXXXXXXXXXXXXXX8335 Github Inc.","Account Payment","Github Inc. 210.00 GITHUB, INC. 4XXXXX*5225 11 MAR XXXXXXXXXXXXXXXXXXX8335 Github Inc.","3941.34",,"378158.79"
,"14/03/2025","8400/000 : FNB","15.00 TABNINE 4XX*5191 12 MAR XX1486 15.00 TABNINE 4XXXXX*5191 12 MAR XXXXXXXXXXXXXXXXXXX1486","Account Payment","15.00 TABNINE 4XX*5191 12 MAR XX1486 15.00 TABNINE 4XXXXX*5191 12 MAR XXXXXXXXXXXXXXXXXXX1486","281.74",,"378440.53"
,"15/03/2025","8400/000 : FNB","180.00 AGENCYANALYT 4XX*5225 13 MAR XX2929 180.00 AGENCYANALYT 4XXXXX*5225 13 MAR XXXXXXXXXXXXXXXXXX","Account Payment","180.00 AGENCYANALYT 4XX*5225 13 MAR XX2929 180.00 AGENCYANALYT 4XXXXX*5225 13 MAR XXXXXXXXXXXXXXXXX","3391.46",,"381831.99"
,"15/03/2025","8400/000 : FNB","11.49 GOOGLE *Colab 4XX*5191 14 MAR XX8368 11.49 GOOGLE *Colab 4XXXXX*5191 14 MAR XXXXXXXXXXXXXXXXXX","Account Payment","11.49 GOOGLE *Colab 4XX*5191 14 MAR XX8368 11.49 GOOGLE *Colab 4XXXXX*5191 14 MAR XXXXXXXXXXXXXXXXX","216.29",,"382048.28"
,"15/03/2025","8400/000 : FNB","27.55 RAILWAY 4XX*5191 13 MAR XX4684 27.55 RAILWAY 4XXXXX*5191 13 MAR XXXXXXXXXXXXXXXXXXX4684","Account Payment","27.55 RAILWAY 4XX*5191 13 MAR XX4684 27.55 RAILWAY 4XXXXX*5191 13 MAR XXXXXXXXXXXXXXXXXXX4684","519.08",,"382567.36"
,"15/03/2025","8400/000 : FNB","5.00 WWW.FLUX.AI 4XX*5191 13 MAR XX5103 5.00 WWW.FLUX.AI 4XXXXX*5191 13 MAR XXXXXXXXXXXXXXXXXXX5103","Account Payment","5.00 WWW.FLUX.AI 4XX*5191 13 MAR XX5103 5.00 WWW.FLUX.AI 4XXXXX*5191 13 MAR XXXXXXXXXXXXXXXXXXX5103","94.21",,"382661.57"
,"15/03/2025","8400/000 : FNB","113.85 DNH*GODADDY# 4XX*5191 12 MAR XX7948 113.85 DNH*GODADDY# 4XXXXX*5191 12 MAR XXXXXXXXXXXXXXXXXX","Account Payment","113.85 DNH*GODADDY 4XX*5191 12 MAR XX7948 113.85 DNH*GODADDY 4XXXXX*5191 12 MAR XXXXXXXXXXXXXXXXX","113.85",,"382775.42"
,"17/03/2025","8400/000 : FNB","1.00 VERCEL INC. 4XXXXX*5225 13 MAR XXXXXXXXXXXXXXXXXXX7346 1.00 VERCEL INC. 4XXXXX*5225 13 MAR XXXX","Account Receipt","1.00 VERCEL INC. 4XXXXX*5225 13 MAR XXXXXXXXXXXXXXXXXXX7346 1.00 VERCEL INC. 4XXXXX*5225 13 MAR XXX",,"17.76","382757.66"
,"17/03/2025","8400/000 : FNB","Github Inc. 14.00 GITHUB, INC. 4XXXXX*5225 14 MAR XXXXXXXXXXXXXXXXXXX8781 Github Inc.","Account Payment","Github Inc. 14.00 GITHUB, INC. 4XXXXX*5225 14 MAR XXXXXXXXXXXXXXXXXXX8781 Github Inc.","263.54",,"383021.2"
,"17/03/2025","8400/000 : FNB","Intuit 570.40 INTUIT *QBoo 4XXXXX*5225 14 MAR XXXXXXXXXXXXXXXXXXX8698 Intuit","Account Payment","Intuit 570.40 INTUIT *QBoo 4XXXXX*5225 14 MAR XXXXXXXXXXXXXXXXXXX8698 Intuit","570.4",,"383591.6"
,"17/03/2025","8400/000 : FNB","41.86 REPLIT, INC. 4XX*5191 14 MAR XX2877 41.86 REPLIT, INC. 4XXXXX*5191 14 MAR XXXXXXXXXXXXXXXXXXX2","Account Payment","41.86 REPLIT, INC. 4XX*5191 14 MAR XX2877 41.86 REPLIT, INC. 4XXXXX*5191 14 MAR XXXXXXXXXXXXXXXXXXX","787.97",,"384379.57"
,"17/03/2025","8400/000 : FNB","55.52 RAILWAY 4XX*5191 14 MAR XX1139 55.52 RAILWAY 4XXXXX*5191 14 MAR XXXXXXXXXXXXXXXXXXX1139","Account Payment","55.52 RAILWAY 4XX*5191 14 MAR XX1139 55.52 RAILWAY 4XXXXX*5191 14 MAR XXXXXXXXXXXXXXXXXXX1139","1045.1",,"385424.67"
,"17/03/2025","8400/000 : FNB","172.50 OPENAI *CHAT 4XX*5191 14 MAR XX7850 172.50 OPENAI *CHAT 4XXXXX*5191 14 MAR XXXXXXXXXXXXXXXXXX","Account Payment","172.50 OPENAI *CHAT 4XX*5191 14 MAR XX7850 172.50 OPENAI *CHAT 4XXXXX*5191 14 MAR XXXXXXXXXXXXXXXXX","3247.12",,"388671.79"
,"18/03/2025","8400/000 : FNB","227.70 DNH*GODADDY# 4XX*5191 14 MAR XX9865 227.70 DNH*GODADDY# 4XXXXX*5191 14 MAR XXXXXXXXXXXXXXXXXX","Account Payment","227.70 DNH*GODADDY 4XX*5191 14 MAR XX9865 227.70 DNH*GODADDY 4XXXXX*5191 14 MAR XXXXXXXXXXXXXXXXX","227.7",,"388899.49"
,"18/03/2025","8400/000 : FNB","139.24 SLACK T0MN3D 4XX*5225 15 MAR XX6829 139.24 SLACK T0MN3D 4XXXXX*5225 15 MAR XXXXXXXXXXXXXXXXXX","Account Payment","139.24 SLACK T0MN3D 4XX*5225 15 MAR XX6829 139.24 SLACK T0MN3D 4XXXXX*5225 15 MAR XXXXXXXXXXXXXXXXX","2610.88",,"391510.37"
,"18/03/2025","8400/000 : FNB","231.95 HOLASPIRIT 4XX*5225 15 MAR XX5392 231.95 HOLASPIRIT 4XXXXX*5225 15 MAR XXXXXXXXXXXXXXXXXXX539","Account Payment","231.95 HOLASPIRIT 4XX*5225 15 MAR XX5392 231.95 HOLASPIRIT 4XXXXX*5225 15 MAR XXXXXXXXXXXXXXXXXXX53","4710.77",,"396221.14"
,"18/03/2025","8400/000 : FNB","280.00 WIZA.CO 4XX*5191 14 MAR XX1430 280.00 WIZA.CO 4XXXXX*5191 14 MAR XXXXXXXXXXXXXXXXXXX1430","Account Payment","280.00 WIZA.CO 4XX*5191 14 MAR XX1430 280.00 WIZA.CO 4XXXXX*5191 14 MAR XXXXXXXXXXXXXXXXXXX1430","5270.69",,"401491.83"
,"18/03/2025","8400/000 : FNB","376.40 HOLASPIRIT 4XX*5225 15 MAR XX4648 376.40 HOLASPIRIT 4XXXXX*5225 15 MAR XXXXXXXXXXXXXXXXXXX464","Account Payment","376.40 HOLASPIRIT 4XX*5225 15 MAR XX4648 376.40 HOLASPIRIT 4XXXXX*5225 15 MAR XXXXXXXXXXXXXXXXXXX46","7644.46",,"409136.29"
,"19/03/2025","8400/000 : FNB","10.08 REPLIT, INC. 4XX*5191 17 MAR XX2665 10.08 REPLIT, INC. 4XXXXX*5191 17 MAR XXXXXXXXXXXXXXXXXXX2","Account Payment","10.08 REPLIT, INC. 4XX*5191 17 MAR XX2665 10.08 REPLIT, INC. 4XXXXX*5191 17 MAR XXXXXXXXXXXXXXXXXXX","189.01",,"409325.3"
,"19/03/2025","8400/000 : FNB","20.00 HUGGINGFACE 4XX*5191 18 MAR XX4194 20.00 HUGGINGFACE 4XXXXX*5191 18 MAR XXXXXXXXXXXXXXXXXXX419","Account Payment","20.00 HUGGINGFACE 4XX*5191 18 MAR XX4194 20.00 HUGGINGFACE 4XXXXX*5191 18 MAR XXXXXXXXXXXXXXXXXXX41","372.77",,"409698.07"
,"19/03/2025","8400/000 : FNB","50.16 LINODE . AKAM 4XX*5191 18 MAR XX6276 50.16 LINODE . AKAM 4XXXXX*5191 18 MAR XXXXXXXXXXXXXXXXXX","Account Payment","50.16 LINODE . AKAM 4XX*5191 18 MAR XX6276 50.16 LINODE . AKAM 4XXXXX*5191 18 MAR XXXXXXXXXXXXXXXXX","934.91",,"410632.98"
,"19/03/2025","8400/000 : FNB","Google Service Charges/Fees #INT PYMT FEE-434.99 Goog Google","Account Payment","Google Service Charges/Fees INT PYMT FEE-434.99 Goog Google","8.7",,"410641.68"
,"19/03/2025","8400/000 : FNB","Google Service Charges/Fees #INT PYMT FEE-34.99 Googl Google","Account Payment","Google Service Charges/Fees INT PYMT FEE-34.99 Googl Google","0.7",,"410642.38"
,"20/03/2025","8400/000 : FNB","4.98 REPLIT, INC. 4XX*5191 19 MAR XX3377 4.98 REPLIT, INC. 4XXXXX*5191 19 MAR XXXXXXXXXXXXXXXXXXX337","Account Payment","4.98 REPLIT, INC. 4XX*5191 19 MAR XX3377 4.98 REPLIT, INC. 4XXXXX*5191 19 MAR XXXXXXXXXXXXXXXXXXX33","92.36",,"410734.74"
,"20/03/2025","8400/000 : FNB","350.00 FRAMER.COM 4XX*5191 18 MAR XX0754 350.00 FRAMER.COM 4XXXXX*5191 18 MAR XXXXXXXXXXXXXXXXXXX075","Account Payment","350.00 FRAMER.COM 4XX*5191 18 MAR XX0754 350.00 FRAMER.COM 4XXXXX*5191 18 MAR XXXXXXXXXXXXXXXXXXX07","350",,"411084.74"
,"20/03/2025","8400/000 : FNB","20.00 VERCEL INC. 4XX*5191 18 MAR XX3704 20.00 VERCEL INC. 4XXXXX*5191 18 MAR XXXXXXXXXXXXXXXXXXX370","Account Payment","20.00 VERCEL INC. 4XX*5191 18 MAR XX3704 20.00 VERCEL INC. 4XXXXX*5191 18 MAR XXXXXXXXXXXXXXXXXXX37","372.77",,"411457.51"
,"22/03/2025","8400/000 : FNB","9.90 REPLIT, INC. 4XX*5191 20 MAR XX5597 9.90 REPLIT, INC. 4XXXXX*5191 20 MAR XXXXXXXXXXXXXXXXXXX559","Account Payment","9.90 REPLIT, INC. 4XX*5191 20 MAR XX5597 9.90 REPLIT, INC. 4XXXXX*5191 20 MAR XXXXXXXXXXXXXXXXXXX55","184.76",,"411642.27"
,"22/03/2025","8400/000 : FNB","10.03 REPLIT, INC. 4XX*5191 19 MAR XX0791 10.03 REPLIT, INC. 4XXXXX*5191 19 MAR XXXXXXXXXXXXXXXXXXX0","Account Payment","10.03 REPLIT, INC. 4XX*5191 19 MAR XX0791 10.03 REPLIT, INC. 4XXXXX*5191 19 MAR XXXXXXXXXXXXXXXXXXX","186.02",,"411828.29"
,"22/03/2025","8400/000 : FNB","54.00 AIRTABLE.COM/ 4XX*5191 21 MAR XX5485 54.00 AIRTABLE.COM/ 4XXXXX*5191 21 MAR XXXXXXXXXXXXXXXXXX","Account Payment","54.00 AIRTABLE.COM/ 4XX*5191 21 MAR XX5485 54.00 AIRTABLE.COM/ 4XXXXX*5191 21 MAR XXXXXXXXXXXXXXXXX","1006.08",,"412834.37"
,"22/03/2025","8400/000 : FNB","59.00 GREENBACK.COM 4XX*5225 19 MAR XX7950 59.00 GREENBACK.COM 4XXXXX*5225 19 MAR XXXXXXXXXXXXXXXXXX","Account Payment","59.00 GREENBACK.COM 4XX*5225 19 MAR XX7950 59.00 GREENBACK.COM 4XXXXX*5225 19 MAR XXXXXXXXXXXXXXXXX","1094.19",,"413928.56"
,"22/03/2025","8400/000 : FNB","1265.00 FACEBK *WPX 4XX*5191 20 MAR XX7070 1265.00 FACEBK *WPX 4XXXXX*5191 20 MAR XXXXXXXXXXXXXXXXXX","Account Payment","1265.00 FACEBK *WPX 4XX*5191 20 MAR XX7070 1265.00 FACEBK *WPX 4XXXXX*5191 20 MAR XXXXXXXXXXXXXXXXX","1265",,"415193.56"
,"22/03/2025","8400/000 : FNB","74.00 PIPEDREAM, IN 4XX*5191 20 MAR XX4703 74.00 PIPEDREAM, IN 4XXXXX*5191 20 MAR XXXXXXXXXXXXXXXXXX","Account Payment","74.00 PIPEDREAM, IN 4XX*5191 20 MAR XX4703 74.00 PIPEDREAM, IN 4XXXXX*5191 20 MAR XXXXXXXXXXXXXXXXX","1381.09",,"416574.65"
,"22/03/2025","8400/000 : FNB","103.64 OPENAI 4XX*5191 20 MAR XX9574 103.64 OPENAI 4XXXXX*5191 20 MAR XXXXXXXXXXXXXXXXXXX9574","Account Payment","103.64 OPENAI 4XX*5191 20 MAR XX9574 103.64 OPENAI 4XXXXX*5191 20 MAR XXXXXXXXXXXXXXXXXXX9574","1934.27",,"418508.92"
,"22/03/2025","8400/000 : FNB","103.85 OPENAI 4XX*5191 20 MAR XX5742 103.85 OPENAI 4XXXXX*5191 20 MAR XXXXXXXXXXXXXXXXXXX5742","Account Payment","103.85 OPENAI 4XX*5191 20 MAR XX5742 103.85 OPENAI 4XXXXX*5191 20 MAR XXXXXXXXXXXXXXXXXXX5742","1934.84",,"420443.76"
,"22/03/2025","8400/000 : FNB","103.81 OPENAI 4XX*5191 20 MAR XX1230 103.81 OPENAI 4XXXXX*5191 20 MAR XXXXXXXXXXXXXXXXXXX1230","Account Payment","103.81 OPENAI 4XX*5191 20 MAR XX1230 103.81 OPENAI 4XXXXX*5191 20 MAR XXXXXXXXXXXXXXXXXXX1230","1937.44",,"422381.2"
,"22/03/2025","8400/000 : FNB","104.13 OPENAI 4XX*5191 20 MAR XX6719 104.13 OPENAI 4XXXXX*5191 20 MAR XXXXXXXXXXXXXXXXXXX6719","Account Payment","104.13 OPENAI 4XX*5191 20 MAR XX6719 104.13 OPENAI 4XXXXX*5191 20 MAR XXXXXXXXXXXXXXXXXXX6719","1943.42",,"424324.62"
,"22/03/2025","8400/000 : FNB","104.32 OPENAI 4XX*5191 21 MAR XX9252 104.32 OPENAI 4XXXXX*5191 21 MAR XXXXXXXXXXXXXXXXXXX9252","Account Payment","104.32 OPENAI 4XX*5191 21 MAR XX9252 104.32 OPENAI 4XXXXX*5191 21 MAR XXXXXXXXXXXXXXXXXXX9252","1943.6",,"426268.22"
,"22/03/2025","8400/000 : FNB","106.02 OPENAI 4XX*5191 21 MAR XX6542 106.02 OPENAI 4XXXXX*5191 21 MAR XXXXXXXXXXXXXXXXXXX6542","Account Payment","106.02 OPENAI 4XX*5191 21 MAR XX6542 106.02 OPENAI 4XXXXX*5191 21 MAR XXXXXXXXXXXXXXXXXXX6542","1975.27",,"428243.49"
,"22/03/2025","8400/000 : FNB","115.00 OPENAI 4XX*5191 19 MAR XX2236 115.00 OPENAI 4XXXXX*5191 19 MAR XXXXXXXXXXXXXXXXXXX2236","Account Payment","115.00 OPENAI 4XX*5191 19 MAR XX2236 115.00 OPENAI 4XXXXX*5191 19 MAR XXXXXXXXXXXXXXXXXXX2236","2132.76",,"430376.25"
,"22/03/2025","8400/000 : FNB","3085.00 FRAMER.COM 4XX*5191 20 MAR XX2632 3085.00 FRAMER.COM 4XXXXX*5191 20 MAR XXXXXXXXXXXXXXXXXXX2","Account Payment","3085.00 FRAMER.COM 4XX*5191 20 MAR XX2632 3085.00 FRAMER.COM 4XXXXX*5191 20 MAR XXXXXXXXXXXXXXXXXXX","3085",,"433461.25"
,"22/03/2025","8400/000 : FNB","374.00 MANGOAPPS 4XX*5191 19 MAR XX7618 374.00 MANGOAPPS 4XXXXX*5191 19 MAR XXXXXXXXXXXXXXXXXXX7618","Account Payment","374.00 MANGOAPPS 4XX*5191 19 MAR XX7618 374.00 MANGOAPPS 4XXXXX*5191 19 MAR XXXXXXXXXXXXXXXXXXX7618","6936.1",,"440397.35"
,"22/03/2025","8400/000 : FNB","456.00 ANIMA APP, I 4XX*5191 20 MAR XX6065 456.00 ANIMA APP, I 4XXXXX*5191 20 MAR XXXXXXXXXXXXXXXXXX","Account Payment","456.00 ANIMA APP, I 4XX*5191 20 MAR XX6065 456.00 ANIMA APP, I 4XXXXX*5191 20 MAR XXXXXXXXXXXXXXXXX","8510.48",,"448907.83"
,"22/03/2025","8400/000 : FNB","456.00 ANIMA APP, I 4XX*5191 20 MAR XX0583 456.00 ANIMA APP, I 4XXXXX*5191 20 MAR XXXXXXXXXXXXXXXXXX","Account Payment","456.00 ANIMA APP, I 4XX*5191 20 MAR XX0583 456.00 ANIMA APP, I 4XXXXX*5191 20 MAR XXXXXXXXXXXXXXXXX","8510.48",,"457418.31"
,"24/03/2025","8400/000 : FNB","103.68 OPENAI 4XX*5191 21 MAR XX0574 103.68 OPENAI 4XXXXX*5191 21 MAR XXXXXXXXXXXXXXXXXXX0574","Account Payment","103.68 OPENAI 4XX*5191 21 MAR XX0574 103.68 OPENAI 4XXXXX*5191 21 MAR XXXXXXXXXXXXXXXXXXX0574","1931.68",,"459349.99"
,"24/03/2025","8400/000 : FNB","103.66 OPENAI 4XX*5191 21 MAR XX9278 103.66 OPENAI 4XXXXX*5191 21 MAR XXXXXXXXXXXXXXXXXXX9278","Account Payment","103.66 OPENAI 4XX*5191 21 MAR XX9278 103.66 OPENAI 4XXXXX*5191 21 MAR XXXXXXXXXXXXXXXXXXX9278","1932.03",,"461282.02"
,"24/03/2025","8400/000 : FNB","103.74 OPENAI 4XX*5191 22 MAR XX4295 103.74 OPENAI 4XXXXX*5191 22 MAR XXXXXXXXXXXXXXXXXXX4295","Account Payment","103.74 OPENAI 4XX*5191 22 MAR XX4295 103.74 OPENAI 4XXXXX*5191 22 MAR XXXXXXXXXXXXXXXXXXX4295","1933.52",,"463215.54"
,"24/03/2025","8400/000 : FNB","104.02 OPENAI 4XX*5191 21 MAR XX3447 104.02 OPENAI 4XXXXX*5191 21 MAR XXXXXXXXXXXXXXXXXXX3447","Account Payment","104.02 OPENAI 4XX*5191 21 MAR XX3447 104.02 OPENAI 4XXXXX*5191 21 MAR XXXXXXXXXXXXXXXXXXX3447","1938.01",,"465153.55"
,"24/03/2025","8400/000 : FNB","104.10 OPENAI 4XX*5191 22 MAR XX4974 104.10 OPENAI 4XXXXX*5191 22 MAR XXXXXXXXXXXXXXXXXXX4974","Account Payment","104.10 OPENAI 4XX*5191 22 MAR XX4974 104.10 OPENAI 4XXXXX*5191 22 MAR XXXXXXXXXXXXXXXXXXX4974","1940.23",,"467093.78"
,"24/03/2025","8400/000 : FNB","105.04 OPENAI 4XX*5191 21 MAR XX5004 105.04 OPENAI 4XXXXX*5191 21 MAR XXXXXXXXXXXXXXXXXXX5004","Account Payment","105.04 OPENAI 4XX*5191 21 MAR XX5004 105.04 OPENAI 4XXXXX*5191 21 MAR XXXXXXXXXXXXXXXXXXX5004","1957.01",,"469050.79"
,"24/03/2025","8400/000 : FNB","105.66 OPENAI 4XX*5191 21 MAR XX6438 105.66 OPENAI 4XXXXX*5191 21 MAR XXXXXXXXXXXXXXXXXXX6438","Account Payment","105.66 OPENAI 4XX*5191 21 MAR XX6438 105.66 OPENAI 4XXXXX*5191 21 MAR XXXXXXXXXXXXXXXXXXX6438","1968.56",,"471019.35"
,"24/03/2025","8400/000 : FNB","105.88 OPENAI 4XX*5191 21 MAR XX3405 105.88 OPENAI 4XXXXX*5191 21 MAR XXXXXXXXXXXXXXXXXXX3405","Account Payment","105.88 OPENAI 4XX*5191 21 MAR XX3405 105.88 OPENAI 4XXXXX*5191 21 MAR XXXXXXXXXXXXXXXXXXX3405","1972.66",,"472992.01"
,"25/03/2025","8400/000 : FNB","6.00 DOCKER, INC. 4XX*5191 24 MAR XX1623 6.00 DOCKER, INC. 4XXXXX*5191 24 MAR XXXXXXXXXXXXXXXXXXX162","Account Payment","6.00 DOCKER, INC. 4XX*5191 24 MAR XX1623 6.00 DOCKER, INC. 4XXXXX*5191 24 MAR XXXXXXXXXXXXXXXXXXX16","111.83",,"473103.84"
,"25/03/2025","8400/000 : FNB","30.00 HASURA 4XX*5191 23 MAR XX8567 30.00 HASURA 4XXXXX*5191 23 MAR XXXXXXXXXXXXXXXXXXX8567","Account Payment","30.00 HASURA 4XX*5191 23 MAR XX8567 30.00 HASURA 4XXXXX*5191 23 MAR XXXXXXXXXXXXXXXXXXX8567","559.14",,"473662.98"
,"25/03/2025","8400/000 : FNB","89.00 SENTRY 4XX*5191 24 MAR XX9774 89.00 SENTRY 4XXXXX*5191 24 MAR XXXXXXXXXXXXXXXXXXX9774","Account Payment","89.00 SENTRY 4XX*5191 24 MAR XX9774 89.00 SENTRY 4XXXXX*5191 24 MAR XXXXXXXXXXXXXXXXXXX9774","1658.8",,"475321.78"
,"25/03/2025","8400/000 : FNB","103.65 OPENAI 4XX*5191 23 MAR XX9251 103.65 OPENAI 4XXXXX*5191 23 MAR XXXXXXXXXXXXXXXXXXX9251","Account Payment","103.65 OPENAI 4XX*5191 23 MAR XX9251 103.65 OPENAI 4XXXXX*5191 23 MAR XXXXXXXXXXXXXXXXXXX9251","1931.84",,"477253.62"
,"25/03/2025","8400/000 : FNB","103.66 OPENAI 4XX*5191 22 MAR XX9090 103.66 OPENAI 4XXXXX*5191 22 MAR XXXXXXXXXXXXXXXXXXX9090","Account Payment","103.66 OPENAI 4XX*5191 22 MAR XX9090 103.66 OPENAI 4XXXXX*5191 22 MAR XXXXXXXXXXXXXXXXXXX9090","1932.03",,"479185.65"
