Account Description,Account Date,Bank / Customer / Supplier,Reference,Transaction Type,Description,Debit,Credit,Balance,Source File,Transaction ID,Year-Month,Is Duplicate,Category,Refined Category,Final Category
,2025-05-10,8400/000 : FNB,99.00 CHATBASE 4XX*5191 09 MAY XX6889 99.00 CHATBASE 4XXXXX*5191 09 MAY XXXXXXXXXXXXXXXXXXX6889,Account Payment,99.00 CHATBASE 4XX*5191 09 MAY XX6889 99.00 CHATBASE 4XXXXX*5191 09 MAY XXXXXXXXXXXXXXXXXXX6889,1853.21,,1225989.74,AccountTransactionsReport.csv,351,2025-05,False,Other Computer Services,Other Computer Services,Other Computer Services
,2025-05-10,8400/000 : FNB,"Github Inc. 91.00 GITHUB, INC. 4XXXXX*5191 08 MAY XXXXXXXXXXXXXXXXXXX2406 Github Inc.",Account Payment,"Github Inc. 91.00 GITHUB, INC. 4XXXXX*5191 08 MAY XXXXXXXXXXXXXXXXXXX2406 Github Inc.",1703.39,,1227693.13,AccountTransactionsReport.csv,352,2025-05,False,Development Tools,Development Tools,Development Tools
,2025-05-10,8400/000 : FNB,72.00 TERMIUS CORPO 4XX*5191 08 MAY XX3711 72.00 TERMIUS CORPO 4XXXXX*5191 08 MAY XXXXXXXXXXXXXXXXXX,Account Payment,72.00 TERMIUS CORPO 4XX*5191 08 MAY XX3711 72.00 TERMIUS CORPO 4XXXXX*5191 08 MAY XXXXXXXXXXXXXXXXX,1347.74,,1229040.87,AccountTransactionsReport.csv,353,2025-05,False,Other Computer Services,Other Computer Services,Other Computer Services
,2025-05-10,8400/000 : FNB,"25.00 NOTION LABS, 4XX*5191 08 MAY XX5089 25.00 NOTION LABS, 4XXXXX*5191 08 MAY XXXXXXXXXXXXXXXXXXX5",Account Payment,"25.00 NOTION LABS, 4XX*5191 08 MAY XX5089 25.00 NOTION LABS, 4XXXXX*5191 08 MAY XXXXXXXXXXXXXXXXXXX",467.97,,1229508.84,AccountTransactionsReport.csv,354,2025-05,False,Other Computer Services,Collaboration Tools,Collaboration Tools
,2025-05-10,8400/000 : FNB,Google Play 434.99 Google Perpl 4XXXXX*5191 09 MAY XXXXXXXXXXXXXXXXXXX1035 Google Play,Account Payment,Google Play 434.99 Google Perpl 4XXXXX*5191 09 MAY XXXXXXXXXXXXXXXXXXX1035 Google Play,434.99,,1229943.83,AccountTransactionsReport.csv,355,2025-05,False,Other Computer Services,Analytics & Monitoring,Analytics & Monitoring
,2025-05-10,8400/000 : FNB,19.00 CHATBASE 4XX*5191 08 MAY XX6135 19.00 CHATBASE 4XXXXX*5191 08 MAY XXXXXXXXXXXXXXXXXXX6135,Account Payment,19.00 CHATBASE 4XX*5191 08 MAY XX6135 19.00 CHATBASE 4XXXXX*5191 08 MAY XXXXXXXXXXXXXXXXXXX6135,355.65,,1230299.48,AccountTransactionsReport.csv,356,2025-05,False,Other Computer Services,Other Computer Services,Other Computer Services
,2025-05-10,8400/000 : FNB,Paddle 187.94 PADDLE.NET* 4XXXXX*5191 08 MAY XXXXXXXXXXXXXXXXXXX5165 Paddle,Account Payment,Paddle 187.94 PADDLE.NET* 4XXXXX*5191 08 MAY XXXXXXXXXXXXXXXXXXX5165 Paddle,187.94,,1230487.42,AccountTransactionsReport.csv,357,2025-05,False,Other Computer Services,Subscription Management,Subscription Management
,2025-05-10,8400/000 : FNB,Google Store 34.99 Google One 4XXXXX*5191 08 MAY XXXXXXXXXXXXXXXXXXX1020 Google Store,Account Payment,Google Store 34.99 Google One 4XXXXX*5191 08 MAY XXXXXXXXXXXXXXXXXXX1020 Google Store,34.99,,1230522.41,AccountTransactionsReport.csv,358,2025-05,False,Other Computer Services,Analytics & Monitoring,Analytics & Monitoring
,2025-05-12,8400/000 : FNB,920.00 AUTH0.COM 4XX*5191 09 MAY XX9909 920.00 AUTH0.COM 4XXXXX*5191 09 MAY XXXXXXXXXXXXXXXXXXX9909,Account Payment,920.00 AUTH0.COM 4XX*5191 09 MAY XX9909 920.00 AUTH0.COM 4XXXXX*5191 09 MAY XXXXXXXXXXXXXXXXXXX9909,17221.7,,1247744.11,AccountTransactionsReport.csv,359,2025-05,False,Security Services,Security Services,Security Services
,2025-05-12,8400/000 : FNB,174.00 INTERCOM R&D 4XX*5191 09 MAY XX8678 174.00 INTERCOM R&D 4XXXXX*5191 09 MAY XXXXXXXXXXXXXXXXXX,Account Payment,174.00 INTERCOM R&D 4XX*5191 09 MAY XX8678 174.00 INTERCOM R&D 4XXXXX*5191 09 MAY XXXXXXXXXXXXXXXXX,3257.15,,1251001.26,AccountTransactionsReport.csv,360,2025-05,False,Other Computer Services,Customer Support,Customer Support
,2025-05-12,8400/000 : FNB,"70.00 NOTION LABS, 4XX*5191 10 MAY XX5242 70.00 NOTION LABS, 4XXXXX*5191 10 MAY XXXXXXXXXXXXXXXXXXX5",Account Payment,"70.00 NOTION LABS, 4XX*5191 10 MAY XX5242 70.00 NOTION LABS, 4XXXXX*5191 10 MAY XXXXXXXXXXXXXXXXXXX",1307.76,,1252309.02,AccountTransactionsReport.csv,361,2025-05,False,Other Computer Services,Collaboration Tools,Collaboration Tools
,2025-05-12,8400/000 : FNB,49.00 SKRAPP.IO STA 4XX*5191 09 MAY XX3319 49.00 SKRAPP.IO STA 4XXXXX*5191 09 MAY XXXXXXXXXXXXXXXXXX,Account Payment,49.00 SKRAPP.IO STA 4XX*5191 09 MAY XX3319 49.00 SKRAPP.IO STA 4XXXXX*5191 09 MAY XXXXXXXXXXXXXXXXX,917.25,,1253226.27,AccountTransactionsReport.csv,362,2025-05,False,Other Computer Services,Other Computer Services,Other Computer Services
,2025-05-12,8400/000 : FNB,Digitalocean 47.84 DIGITALOCEAN. 4XXXXX*5191 09 MAY XXXXXXXXXXXXXXXXXXX1977 Digitalocean,Account Payment,Digitalocean 47.84 DIGITALOCEAN. 4XXXXX*5191 09 MAY XXXXXXXXXXXXXXXXXXX1977 Digitalocean,895.53,,1254121.8,AccountTransactionsReport.csv,363,2025-05,False,Cloud Services,Cloud Services,Cloud Services
,2025-05-12,8400/000 : FNB,"40.00 REPLIT, INC. 4XX*5191 09 MAY XX2533 40.00 REPLIT, INC. 4XXXXX*5191 09 MAY XXXXXXXXXXXXXXXXXXX2",Account Payment,"40.00 REPLIT, INC. 4XX*5191 09 MAY XX2533 40.00 REPLIT, INC. 4XXXXX*5191 09 MAY XXXXXXXXXXXXXXXXXXX",748.77,,1254870.57,AccountTransactionsReport.csv,364,2025-05,False,Other Computer Services,Other Computer Services,Other Computer Services
,2025-05-12,8400/000 : FNB,Intuit 570.40 INTUIT *QBoo 4XXXXX*5225 09 MAY XXXXXXXXXXXXXXXXXXX9272 Intuit,Account Payment,Intuit 570.40 INTUIT *QBoo 4XXXXX*5225 09 MAY XXXXXXXXXXXXXXXXXXX9272 Intuit,570.4,,1255440.97,AccountTransactionsReport.csv,365,2025-05,False,Productivity Software,Productivity Software,Productivity Software
,2025-05-12,8400/000 : FNB,30.00 ISHRAQ LLC 4XX*5191 09 MAY XX1483 30.00 ISHRAQ LLC 4XXXXX*5191 09 MAY XXXXXXXXXXXXXXXXXXX1483,Account Payment,30.00 ISHRAQ LLC 4XX*5191 09 MAY XX1483 30.00 ISHRAQ LLC 4XXXXX*5191 09 MAY XXXXXXXXXXXXXXXXXXX1483,561.58,,1256002.55,AccountTransactionsReport.csv,366,2025-05,False,Other Computer Services,Other Computer Services,Other Computer Services
,2025-05-12,8400/000 : FNB,30.00 XAI LLC 4XX*5191 09 MAY XX7532 30.00 XAI LLC 4XXXXX*5191 09 MAY XXXXXXXXXXXXXXXXXXX7532,Account Payment,30.00 XAI LLC 4XX*5191 09 MAY XX7532 30.00 XAI LLC 4XXXXX*5191 09 MAY XXXXXXXXXXXXXXXXXXX7532,561.58,,1256564.13,AccountTransactionsReport.csv,367,2025-05,False,Other Computer Services,Other Computer Services,Other Computer Services
,2025-05-12,8400/000 : FNB,25.00 BEECEPTOR 4XX*5191 09 MAY XX0040 25.00 BEECEPTOR 4XXXXX*5191 09 MAY XXXXXXXXXXXXXXXXXXX0040,Account Payment,25.00 BEECEPTOR 4XX*5191 09 MAY XX0040 25.00 BEECEPTOR 4XXXXX*5191 09 MAY XXXXXXXXXXXXXXXXXXX0040,467.98,,1257032.11,AccountTransactionsReport.csv,368,2025-05,False,Other Computer Services,Other Computer Services,Other Computer Services
,2025-05-12,8400/000 : FNB,25.00 BEECEPTOR 4XX*5191 09 MAY XX0096 25.00 BEECEPTOR 4XXXXX*5191 09 MAY XXXXXXXXXXXXXXXXXXX0096,Account Payment,25.00 BEECEPTOR 4XX*5191 09 MAY XX0096 25.00 BEECEPTOR 4XXXXX*5191 09 MAY XXXXXXXXXXXXXXXXXXX0096,467.98,,1257500.09,AccountTransactionsReport.csv,369,2025-05,False,Other Computer Services,Other Computer Services,Other Computer Services
,2025-05-12,8400/000 : FNB,Facebook 23.00 FACEBK *P4SNN 4XXXXX*5191 09 MAY XXXXXXXXXXXXXXXXXXX3027 Facebook,Account Payment,Facebook 23.00 FACEBK *P4SNN 4XXXXX*5191 09 MAY XXXXXXXXXXXXXXXXXXX3027 Facebook,430.54,,1257930.63,AccountTransactionsReport.csv,370,2025-05,False,Marketing Tools,Marketing Tools,Marketing Tools
,2025-05-12,8400/000 : FNB,20.00 VERCEL INC. 4XX*5191 09 MAY XX9944 20.00 VERCEL INC. 4XXXXX*5191 09 MAY XXXXXXXXXXXXXXXXXXX994,Account Payment,20.00 VERCEL INC. 4XX*5191 09 MAY XX9944 20.00 VERCEL INC. 4XXXXX*5191 09 MAY XXXXXXXXXXXXXXXXXXX99,374.38,,1258305.01,AccountTransactionsReport.csv,371,2025-05,False,Cloud Services,Cloud Services,Cloud Services
,2025-05-12,8400/000 : FNB,Hightail 15.00 HIGHTAIL 4XXXXX*5191 09 MAY XXXXXXXXXXXXXXXXXXX3054 Hightail,Account Payment,Hightail 15.00 HIGHTAIL 4XXXXX*5191 09 MAY XXXXXXXXXXXXXXXXXXX3054 Hightail,280.79,,1258585.8,AccountTransactionsReport.csv,372,2025-05,False,Other Computer Services,Other Computer Services,Other Computer Services
,2025-05-12,8400/000 : FNB,Facebook 13.80 FACEBK *EBA7K 4XXXXX*5191 09 MAY XXXXXXXXXXXXXXXXXXX6095 Facebook,Account Payment,Facebook 13.80 FACEBK *EBA7K 4XXXXX*5191 09 MAY XXXXXXXXXXXXXXXXXXX6095 Facebook,258.33,,1258844.13,AccountTransactionsReport.csv,373,2025-05,False,Marketing Tools,Marketing Tools,Marketing Tools
,2025-05-12,8400/000 : FNB,7.00 CHATBASE 4XX*5191 10 MAY XX3978 7.00 CHATBASE 4XXXXX*5191 10 MAY XXXXXXXXXXXXXXXXXXX3978,Account Payment,7.00 CHATBASE 4XX*5191 10 MAY XX3978 7.00 CHATBASE 4XXXXX*5191 10 MAY XXXXXXXXXXXXXXXXXXX3978,130.77,,1258974.9,AccountTransactionsReport.csv,374,2025-05,False,Other Computer Services,Other Computer Services,Other Computer Services
,2025-05-12,8400/000 : FNB,Facebook 4.60 FACEBK *RVMWPQ 4XXXXX*5191 09 MAY XXXXXXXXXXXXXXXXXXX7055 Facebook,Account Payment,Facebook 4.60 FACEBK *RVMWPQ 4XXXXX*5191 09 MAY XXXXXXXXXXXXXXXXXXX7055 Facebook,86.11,,1259061.01,AccountTransactionsReport.csv,375,2025-05,False,Marketing Tools,Marketing Tools,Marketing Tools
,2025-05-12,8400/000 : FNB,1.50 LINODE . AKAMA 4XX*5191 09 MAY XX3922 1.50 LINODE . AKAMA 4XXXXX*5191 09 MAY XXXXXXXXXXXXXXXXXX,Account Payment,1.50 LINODE . AKAMA 4XX*5191 09 MAY XX3922 1.50 LINODE . AKAMA 4XXXXX*5191 09 MAY XXXXXXXXXXXXXXXXX,28.08,,1259089.09,AccountTransactionsReport.csv,376,2025-05,False,Cloud Services,Cloud Services,Cloud Services
,2025-05-13,8400/000 : FNB,Shopify 3633.95 SHOPIFY* 36 4XXXXX*5225 10 MAY XXXXXXXXXXXXXXXXXXX4805 Shopify,Account Payment,Shopify 3633.95 SHOPIFY* 36 4XXXXX*5225 10 MAY XXXXXXXXXXXXXXXXXXX4805 Shopify,67890.59,,1326979.68,AccountTransactionsReport.csv,377,2025-05,False,E-commerce Platforms,E-commerce Platforms,E-commerce Platforms
,2025-05-13,8400/000 : FNB,500.00 KDZ LLC 4XX*5191 10 MAY XX7664 500.00 KDZ LLC 4XXXXX*5191 10 MAY XXXXXXXXXXXXXXXXXXX7664,Account Payment,500.00 KDZ LLC 4XX*5191 10 MAY XX7664 500.00 KDZ LLC 4XXXXX*5191 10 MAY XXXXXXXXXXXXXXXXXXX7664,9341.16,,1336320.84,AccountTransactionsReport.csv,378,2025-05,False,Other Computer Services,Other Computer Services,Other Computer Services
,2025-05-13,8400/000 : FNB,499.00 CASSIDYAI.CO 4XX*5191 09 MAY XX3102 499.00 CASSIDYAI.CO 4XXXXX*5191 09 MAY XXXXXXXXXXXXXXXXXX,Account Payment,499.00 CASSIDYAI.CO 4XX*5191 09 MAY XX3102 499.00 CASSIDYAI.CO 4XXXXX*5191 09 MAY XXXXXXXXXXXXXXXXX,9340.89,,1345661.73,AccountTransactionsReport.csv,379,2025-05,False,Other Computer Services,Other Computer Services,Other Computer Services
,2025-05-13,8400/000 : FNB,350.00 KODZ LLC 4XX*5191 10 MAY XX8016 350.00 KODZ LLC 4XXXXX*5191 10 MAY XXXXXXXXXXXXXXXXXXX8016,Account Payment,350.00 KODZ LLC 4XX*5191 10 MAY XX8016 350.00 KODZ LLC 4XXXXX*5191 10 MAY XXXXXXXXXXXXXXXXXXX8016,6538.81,,1352200.54,AccountTransactionsReport.csv,380,2025-05,False,Other Computer Services,Other Computer Services,Other Computer Services
,2025-05-13,8400/000 : FNB,249.00 EMBEDCHAIN 4XX*5191 10 MAY XX3045 249.00 EMBEDCHAIN 4XXXXX*5191 10 MAY XXXXXXXXXXXXXXXXXXX304,Account Payment,249.00 EMBEDCHAIN 4XX*5191 10 MAY XX3045 249.00 EMBEDCHAIN 4XXXXX*5191 10 MAY XXXXXXXXXXXXXXXXXXX30,4651.89,,1356852.43,AccountTransactionsReport.csv,381,2025-05,False,Other Computer Services,Other Computer Services,Other Computer Services
,2025-05-13,8400/000 : FNB,"Github Inc. 210.00 GITHUB, INC. 4XXXXX*5225 11 MAY XXXXXXXXXXXXXXXXXXX4792 Github Inc.",Account Payment,"Github Inc. 210.00 GITHUB, INC. 4XXXXX*5225 11 MAY XXXXXXXXXXXXXXXXXXX4792 Github Inc.",3923.29,,1360775.72,AccountTransactionsReport.csv,382,2025-05,False,Development Tools,Development Tools,Development Tools
,2025-05-13,8400/000 : FNB,"99.00 PLAYFAB, INC. 4XX*5191 10 MAY XX2050 99.00 PLAYFAB, INC. 4XXXXX*5191 10 MAY XXXXXXXXXXXXXXXXXX",Account Payment,"99.00 PLAYFAB, INC. 4XX*5191 10 MAY XX2050 99.00 PLAYFAB, INC. 4XXXXX*5191 10 MAY XXXXXXXXXXXXXXXXX",1849.55,,1362625.27,AccountTransactionsReport.csv,383,2025-05,False,Other Computer Services,Other Computer Services,Other Computer Services
,2025-05-13,8400/000 : FNB,99.00 DMNS.APP BUSI 4XX*5191 10 MAY XX8580 99.00 DMNS.APP BUSI 4XXXXX*5191 10 MAY XXXXXXXXXXXXXXXXXX,Account Payment,99.00 DMNS.APP BUSI 4XX*5191 10 MAY XX8580 99.00 DMNS.APP BUSI 4XXXXX*5191 10 MAY XXXXXXXXXXXXXXXXX,1849.55,,1364474.82,AccountTransactionsReport.csv,384,2025-05,False,Other Computer Services,Other Computer Services,Other Computer Services
,2025-05-13,8400/000 : FNB,99.00 DYNAMIC.XYZ 4XX*5191 11 MAY XX0826 99.00 DYNAMIC.XYZ 4XXXXX*5191 11 MAY XXXXXXXXXXXXXXXXXXX082,Account Payment,99.00 DYNAMIC.XYZ 4XX*5191 11 MAY XX0826 99.00 DYNAMIC.XYZ 4XXXXX*5191 11 MAY XXXXXXXXXXXXXXXXXXX08,1849.55,,1366324.37,AccountTransactionsReport.csv,385,2025-05,False,Other Computer Services,Other Computer Services,Other Computer Services
,2025-05-13,8400/000 : FNB,Shopify 74.75 SHOPIFY* 3642 4XXXXX*5225 10 MAY XXXXXXXXXXXXXXXXXXX9234 Shopify,Account Payment,Shopify 74.75 SHOPIFY* 3642 4XXXXX*5225 10 MAY XXXXXXXXXXXXXXXXXXX9234 Shopify,1396.5,,1367720.87,AccountTransactionsReport.csv,386,2025-05,False,E-commerce Platforms,E-commerce Platforms,E-commerce Platforms
,2025-05-13,8400/000 : FNB,"Github Inc. 70.57 GITHUB, INC. 4XXXXX*5191 11 MAY XXXXXXXXXXXXXXXXXXX2963 Github Inc.",Account Payment,"Github Inc. 70.57 GITHUB, INC. 4XXXXX*5191 11 MAY XXXXXXXXXXXXXXXXXXX2963 Github Inc.",1318.41,,1369039.28,AccountTransactionsReport.csv,387,2025-05,False,Development Tools,Development Tools,Development Tools
,2025-05-13,8400/000 : FNB,67.85 LEMSQZY* CHAT 4XX*5191 10 MAY XX0969 67.85 LEMSQZY* CHAT 4XXXXX*5191 10 MAY XXXXXXXXXXXXXXXXXX,Account Payment,67.85 LEMSQZY* CHAT 4XX*5191 10 MAY XX0969 67.85 LEMSQZY* CHAT 4XXXXX*5191 10 MAY XXXXXXXXXXXXXXXXX,1267.59,,1370306.87,AccountTransactionsReport.csv,388,2025-05,False,AI Services,AI Services,AI Services
,2025-05-13,8400/000 : FNB,60.00 INSOMNIA TEAM 4XX*5191 11 MAY XX1829 60.00 INSOMNIA TEAM 4XXXXX*5191 11 MAY XXXXXXXXXXXXXXXXXX,Account Payment,60.00 INSOMNIA TEAM 4XX*5191 11 MAY XX1829 60.00 INSOMNIA TEAM 4XXXXX*5191 11 MAY XXXXXXXXXXXXXXXXX,1120.94,,1371427.81,AccountTransactionsReport.csv,389,2025-05,False,Other Computer Services,Other Computer Services,Other Computer Services
,2025-05-13,8400/000 : FNB,52.66 WINDSURF 4XX*5191 10 MAY XX3983 52.66 WINDSURF 4XXXXX*5191 10 MAY XXXXXXXXXXXXXXXXXXX3983,Account Payment,52.66 WINDSURF 4XX*5191 10 MAY XX3983 52.66 WINDSURF 4XXXXX*5191 10 MAY XXXXXXXXXXXXXXXXXXX3983,983.81,,1372411.62,AccountTransactionsReport.csv,390,2025-05,False,Other Computer Services,Other Computer Services,Other Computer Services
,2025-05-13,8400/000 : FNB,"Github Inc. 42.00 GITHUB, INC. 4XXXXX*5191 11 MAY XXXXXXXXXXXXXXXXXXX8456 Github Inc.",Account Payment,"Github Inc. 42.00 GITHUB, INC. 4XXXXX*5191 11 MAY XXXXXXXXXXXXXXXXXXX8456 Github Inc.",784.66,,1373196.28,AccountTransactionsReport.csv,391,2025-05,False,Development Tools,Development Tools,Development Tools
,2025-05-13,8400/000 : FNB,32.00 BUBBLE STARTE 4XX*5191 11 MAY XX4453 32.00 BUBBLE STARTE 4XXXXX*5191 11 MAY XXXXXXXXXXXXXXXXXX,Account Payment,32.00 BUBBLE STARTE 4XX*5191 11 MAY XX4453 32.00 BUBBLE STARTE 4XXXXX*5191 11 MAY XXXXXXXXXXXXXXXXX,597.83,,1373794.11,AccountTransactionsReport.csv,392,2025-05,False,Other Computer Services,Other Computer Services,Other Computer Services
,2025-05-13,8400/000 : FNB,Facebook 417.89 FACEBK *4SY3 4XXXXX*5191 11 MAY XXXXXXXXXXXXXXXXXXX3024 Facebook,Account Payment,Facebook 417.89 FACEBK *4SY3 4XXXXX*5191 11 MAY XXXXXXXXXXXXXXXXXXX3024 Facebook,417.89,,1374212.0,AccountTransactionsReport.csv,393,2025-05,False,Marketing Tools,Marketing Tools,Marketing Tools
,2025-05-13,8400/000 : FNB,21.56 SLACK T0740DV 4XX*5191 10 MAY XX9339 21.56 SLACK T0740DV 4XXXXX*5191 10 MAY XXXXXXXXXXXXXXXXXX,Account Payment,21.56 SLACK T0740DV 4XX*5191 10 MAY XX9339 21.56 SLACK T0740DV 4XXXXX*5191 10 MAY XXXXXXXXXXXXXXXXX,402.79,,1374614.79,AccountTransactionsReport.csv,394,2025-05,False,Communication,Communication,Communication
,2025-05-13,8400/000 : FNB,15.00 CAL.COM 4XX*5191 10 MAY XX7942 15.00 CAL.COM 4XXXXX*5191 10 MAY XXXXXXXXXXXXXXXXXXX7942,Account Payment,15.00 CAL.COM 4XX*5191 10 MAY XX7942 15.00 CAL.COM 4XXXXX*5191 10 MAY XXXXXXXXXXXXXXXXXXX7942,280.23,,1374895.02,AccountTransactionsReport.csv,395,2025-05,False,Other Computer Services,Other Computer Services,Other Computer Services
,2025-05-13,8400/000 : FNB,9.00 TWENTY.COM 4XX*5191 11 MAY XX2425 9.00 TWENTY.COM 4XXXXX*5191 11 MAY XXXXXXXXXXXXXXXXXXX2425,Account Payment,9.00 TWENTY.COM 4XX*5191 11 MAY XX2425 9.00 TWENTY.COM 4XXXXX*5191 11 MAY XXXXXXXXXXXXXXXXXXX2425,168.14,,1375063.16,AccountTransactionsReport.csv,396,2025-05,False,Other Computer Services,Other Computer Services,Other Computer Services
,2025-05-14,8400/000 : FNB,50.30 LINODE . AKAM 4XX*5191 12 MAY XX9059 50.30 LINODE . AKAM 4XXXXX*5191 12 MAY XXXXXXXXXXXXXXXXXX,Account Payment,50.30 LINODE . AKAM 4XX*5191 12 MAY XX9059 50.30 LINODE . AKAM 4XXXXX*5191 12 MAY XXXXXXXXXXXXXXXXX,939.72,,1376002.88,AccountTransactionsReport.csv,397,2025-05,False,Cloud Services,Cloud Services,Cloud Services
,2025-05-14,8400/000 : FNB,15.00 TABNINE 4XX*5191 12 MAY XX3180 15.00 TABNINE 4XXXXX*5191 12 MAY XXXXXXXXXXXXXXXXXXX3180,Account Payment,15.00 TABNINE 4XX*5191 12 MAY XX3180 15.00 TABNINE 4XXXXX*5191 12 MAY XXXXXXXXXXXXXXXXXXX3180,280.23,,1376283.11,AccountTransactionsReport.csv,398,2025-05,False,Other Computer Services,Other Computer Services,Other Computer Services
,2025-05-15,8400/000 : FNB,180.00 AGENCYANALYT 4XX*5225 13 MAY XX4040 180.00 AGENCYANALYT 4XXXXX*5225 13 MAY XXXXXXXXXXXXXXXXXX,Account Payment,180.00 AGENCYANALYT 4XX*5225 13 MAY XX4040 180.00 AGENCYANALYT 4XXXXX*5225 13 MAY XXXXXXXXXXXXXXXXX,3369.05,,1379652.16,AccountTransactionsReport.csv,399,2025-05,False,Other Computer Services,Other Computer Services,Other Computer Services
,2025-05-15,8400/000 : FNB,57.33 PADDLE.NET* W 4XX*5191 14 MAY XX7489 57.33 PADDLE.NET* W 4XXXXX*5191 14 MAY XXXXXXXXXXXXXXXXXX,Account Payment,57.33 PADDLE.NET* W 4XX*5191 14 MAY XX7489 57.33 PADDLE.NET* W 4XXXXX*5191 14 MAY XXXXXXXXXXXXXXXXX,1080.95,,1380733.11,AccountTransactionsReport.csv,400,2025-05,False,Other Computer Services,Subscription Management,Subscription Management
,2025-05-15,8400/000 : FNB,29.12 RAILWAY 4XX*5191 13 MAY XX1847 29.12 RAILWAY 4XXXXX*5191 13 MAY XXXXXXXXXXXXXXXXXXX1847,Account Payment,29.12 RAILWAY 4XX*5191 13 MAY XX1847 29.12 RAILWAY 4XXXXX*5191 13 MAY XXXXXXXXXXXXXXXXXXX1847,545.04,,1381278.15,AccountTransactionsReport.csv,401,2025-05,False,Other Computer Services,Other Computer Services,Other Computer Services
,2025-05-15,8400/000 : FNB,5.00 WWW.FLUX.AI 4XX*5191 13 MAY XX0251 5.00 WWW.FLUX.AI 4XXXXX*5191 13 MAY XXXXXXXXXXXXXXXXXXX0251,Account Payment,5.00 WWW.FLUX.AI 4XX*5191 13 MAY XX0251 5.00 WWW.FLUX.AI 4XXXXX*5191 13 MAY XXXXXXXXXXXXXXXXXXX0251,93.59,,1381371.74,AccountTransactionsReport.csv,402,2025-05,False,Other Computer Services,Other Computer Services,Other Computer Services
,2025-05-16,8400/000 : FNB,Google Service Charges/Fees #INT PYMT FEE-34.99 Googl Google,Account Payment,Google Service Charges/Fees INT PYMT FEE-34.99 Googl Google,0.7,,1381372.44,AccountTransactionsReport.csv,403,2025-05,False,Other Computer Services,Analytics & Monitoring,Analytics & Monitoring
,2025-05-16,8400/000 : FNB,Google Service Charges/Fees #INT PYMT FEE-434.99 Goog Google,Account Payment,Google Service Charges/Fees INT PYMT FEE-434.99 Goog Google,8.7,,1381381.14,AccountTransactionsReport.csv,404,2025-05,False,Other Computer Services,Analytics & Monitoring,Analytics & Monitoring
,2025-05-16,8400/000 : FNB,Google Service Charges/Fees #INT PYMT FEE-224.99 Goog Google,Account Payment,Google Service Charges/Fees INT PYMT FEE-224.99 Goog Google,4.5,,1381385.64,AccountTransactionsReport.csv,405,2025-05,False,Other Computer Services,Analytics & Monitoring,Analytics & Monitoring
,2025-05-16,8400/000 : FNB,25.12 RAILWAY 4XX*5191 14 MAY XX1608 25.12 RAILWAY 4XXXXX*5191 14 MAY XXXXXXXXXXXXXXXXXXX1608,Account Payment,25.12 RAILWAY 4XX*5191 14 MAY XX1608 25.12 RAILWAY 4XXXXX*5191 14 MAY XXXXXXXXXXXXXXXXXXX1608,473.64,,1381859.28,AccountTransactionsReport.csv,406,2025-05,False,Other Computer Services,Other Computer Services,Other Computer Services
,2025-05-16,8400/000 : FNB,"Github Inc. 14.00 GITHUB, INC. 4XXXXX*5225 14 MAY XXXXXXXXXXXXXXXXXXX4640 Github Inc.",Account Payment,"Github Inc. 14.00 GITHUB, INC. 4XXXXX*5225 14 MAY XXXXXXXXXXXXXXXXXXX4640 Github Inc.",263.97,,1382123.25,AccountTransactionsReport.csv,407,2025-05,False,Development Tools,Development Tools,Development Tools
,2025-05-16,8400/000 : FNB,11.49 GOOGLE *Colab 4XX*5191 14 MAY XX9898 11.49 GOOGLE *Colab 4XXXXX*5191 14 MAY XXXXXXXXXXXXXXXXXX,Account Payment,11.49 GOOGLE *Colab 4XX*5191 14 MAY XX9898 11.49 GOOGLE *Colab 4XXXXX*5191 14 MAY XXXXXXXXXXXXXXXXX,216.64,,1382339.89,AccountTransactionsReport.csv,408,2025-05,False,Other Computer Services,Analytics & Monitoring,Analytics & Monitoring
,2025-05-16,8400/000 : FNB,280.00 WIZA.CO 4XX*5191 14 MAY XX6125 280.00 WIZA.CO 4XXXXX*5191 14 MAY XXXXXXXXXXXXXXXXXXX6125,Account Payment,280.00 WIZA.CO 4XX*5191 14 MAY XX6125 280.00 WIZA.CO 4XXXXX*5191 14 MAY XXXXXXXXXXXXXXXXXXX6125,5279.34,,1387619.23,AccountTransactionsReport.csv,409,2025-05,False,Other Computer Services,Other Computer Services,Other Computer Services
,2025-05-16,8400/000 : FNB,156.98 SLACK T0MN3D 4XX*5225 15 MAY XX1897 156.98 SLACK T0MN3D 4XXXXX*5225 15 MAY XXXXXXXXXXXXXXXXXX,Account Payment,156.98 SLACK T0MN3D 4XX*5225 15 MAY XX1897 156.98 SLACK T0MN3D 4XXXXX*5225 15 MAY XXXXXXXXXXXXXXXXX,2943.44,,1390562.67,AccountTransactionsReport.csv,410,2025-05,False,Communication,Communication,Communication
,2025-05-16,8400/000 : FNB,"52.20 REPLIT, INC. 4XX*5191 14 MAY XX8688 52.20 REPLIT, INC. 4XXXXX*5191 14 MAY XXXXXXXXXXXXXXXXXXX8",Account Payment,"52.20 REPLIT, INC. 4XX*5191 14 MAY XX8688 52.20 REPLIT, INC. 4XXXXX*5191 14 MAY XXXXXXXXXXXXXXXXXXX",984.22,,1391546.89,AccountTransactionsReport.csv,411,2025-05,False,Other Computer Services,Other Computer Services,Other Computer Services
