Transaction_Date,Description,Amount,2CO.COM,10Web,Adobe,Airtable,1xAllproduc,AICAMP,AI PDF MYAID,Acquire,Afforai,Anaconda,Appy Pie,AgencyAnalyt,Anima app,Anthropic,Autho.com,Appdirect,Atarim Agency,B2B Trade Store,Beenverified,Beeceptor,Bobgroup,Bubble Starter,CAL.COM,Canva,CBA Plesk,CBAC Cleaner,CassidyAI,Chatbase,Chatbox,ClaudeAI,Clinic Software,Cloud,Cloudflare,Chrisking Me,Codesandbox,COMPONENTS.STU,Cursor AI,CustomGPT,DMNS App,DNHGodaddy,DNH Domain,DeepAi,DevianArt,DIFY,Digital Ocean,Docker Inc.,Dropbox,Dynamic.xyz,ECM A Legal,Elementor,Endole.co.uk,EMMA AI,Facebook,FIGMA,FLUXAI,Framer.com,Frappe,Freshworks,Getaddress I.O,Github,GitPOD,Glassfrog,Google Cloud,Google Suite,Greenback,Hasura,Heroku,Hightail,Holaspirit,Huggingface,Insomnia Team,Intercom R & D,Intuit,ISHRAQ,Jina AI,Kling Ai,Lemsqzy,Leonardo AI,Linkedin,Linode.akam,Looka logo,Make.com,Mattermost,Mermaid,Microsoft,Mindjet,MioSalon,NPM INC,Notion Labs,Manage WP,Mangoapps,Mozseohelp,Namebio,Nettica Corpco,Nomic,Obsidian MD,WWW.ODRIVE,Open Ai,Open Phone,Org.Chart,Paddle.net,Perplexity,Pipedream,Playfab,Pipedrive UK,poe.com,Postman,Railway,REG Agent,Replit,Retool,SQSP,Sentry,SAGE,Shells.com,Shopify,Sinch Mailgun,Skrapp.io,Slack,Squarespace,SR.HT Service,Stackblitz,Stable,Stock2Shop,Suno Inc,Tabnine,TeamCity,Termius Corpco,Time is LTD,TINYACQUISIT,Triple Whale,Twenty.com,Unstoppabledo,You.com,Vercel,Vidboard,Virtonomics,Wappalyzer,Webflow,Windsurf,Wiza,Wix,Wolfram,WooCommerce,Wondershare,WWW.W3SCHOOL,Unnamed: 149,Unnamed: 150,Unnamed: 151,Unnamed: 152,Vendor
2025-03-07,115.08 OPENAI 4XX*5191 06 MAR XX4643 115.08 OPENAI 4XXXXX*5191 06 MAR XXXXXXXXXXXXXXXXXXX4643,2178.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2178.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open Ai
2025-03-07,174.00 INTERCOM R&D 4XX*5191 06 MAR XX4593 174.00 INTERCOM R&D 4XXXXX*5191 06 MAR XXXXXXXXXXXXXXXXX,3294.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3294.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intercom R & D
2025-03-08,3.60 GETADDRESS.IO 4XX*5225 07 MAR XX0922 3.60 GETADDRESS.IO 4XXXXX*5225 07 MAR XXXXXXXXXXXXXXXXXXX,87.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Getaddress I.O
2025-03-08,"7.00 NPM, INC. 4XX*5191 07 MAR XX2762 7.00 NPM, INC. 4XXXXX*5191 07 MAR XXXXXXXXXXXXXXXXXXX2762",131.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NPM INC
2025-03-08,"7.00 NPM, INC. 4XX*5191 07 MAR XX9987 7.00 NPM, INC. 4XXXXX*5191 07 MAR XXXXXXXXXXXXXXXXXXX9987",131.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NPM INC
2025-03-08,"7.00 NPM, INC. 4XX*5191 07 MAR XX4649 7.00 NPM, INC. 4XXXXX*5191 07 MAR XXXXXXXXXXXXXXXXXXX4649",131.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NPM INC
2025-03-08,"7.00 NPM, INC. 4XX*5191 07 MAR XX5500 7.00 NPM, INC. 4XXXXX*5191 07 MAR XXXXXXXXXXXXXXXXXXX5500",131.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NPM INC
2025-03-08,224.99 Google Chara 4XX*5191 06 MAR XX3042 224.99 Google Chara 4XXXXX*5191 06 MAR XXXXXXXXXXXXXXXXX,224.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google Suite
2025-03-08,Woocommerce 19.99 WOOCOMMERCE S 4XXXXX*5225 06 MAR XXXXXXXXXXXXXXXXXXX5333 Woocommerce,378.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.48,,,,,,,WooCommerce
2025-03-08,72.00 TERMIUS CORPO 4XX*5191 06 MAR XX6444 72.00 TERMIUS CORPO 4XXXXX*5191 06 MAR XXXXXXXXXXXXXXXXX,1363.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1363.2,,,,,,,,,,,,,,,,,,,,,,,Termius Corpco
2025-03-10,12.00 CODESANDBOX 4XX*5191 07 MAR XX4426 12.00 CODESANDBOX 4XXXXX*5191 07 MAR XXXXXXXXXXXXXXXXXXX44,225.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Codesandbox
2025-03-10,Intuit 570.40 INTUIT *QBoo 4XXXXX*5225 07 MAR XXXXXXXXXXXXXXXXXXX8537 Intuit,570.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,570.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intuit
2025-03-10,99.00 MIOSALON.COM( 4XX*5225 07 MAR XX2296 99.00 MIOSALON.COM( 4XXXXX*5225 07 MAR XXXXXXXXXXXXXXXXX,1857.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1857.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MioSalon
2025-03-10,99.00 MIOSALON.COM( 4XX*5225 07 MAR XX0163 99.00 MIOSALON.COM( 4XXXXX*5225 07 MAR XXXXXXXXXXXXXXXXX,1857.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1857.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MioSalon
2025-03-10,"105.00 NOTION LABS, 4XX*5191 07 MAR XX5876 105.00 NOTION LABS, 4XXXXX*5191 07 MAR XXXXXXXXXXXXXXXXX",1969.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1969.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Notion Labs
2025-03-10,Paddle 171.35 PADDLE.NET* 4XXXXX*5191 08 MAR XXXXXXXXXXXXXXXXXXX9314 Paddle,3206.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3206.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paddle.net
2025-03-11,20.00 VERCEL INC. 4XX*5191 09 MAR XX9112 20.00 VERCEL INC. 4XXXXX*5191 09 MAR XXXXXXXXXXXXXXXXXXX91,374.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374.28,,,,,,,,,,,,,,,,Vercel
2025-03-11,20.00 VERCEL INC. 4XX*5225 08 MAR XX4526 20.00 VERCEL INC. 4XXXXX*5225 08 MAR XXXXXXXXXXXXXXXXXXX45,374.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374.28,,,,,,,,,,,,,,,,Vercel
2025-03-11,21.56 SLACK T0740DV 4XX*5191 10 MAR XX2797 21.56 SLACK T0740DV 4XXXXX*5191 10 MAR XXXXXXXXXXXXXXXXX,403.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,403.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Slack
2025-03-11,Google Play 434.99 Google Perpl 4XXXXX*5191 08 MAR XXXXXXXXXXXXXXXXXXX7043 Google Play,434.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google Suite
2025-03-11,25.00 BEECEPTOR 4XX*5191 09 MAR XX0094 25.00 BEECEPTOR 4XXXXX*5191 09 MAR XXXXXXXXXXXXXXXXXXX0094,467.84,,,,,,,,,,,,,,,,,,,,467.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beeceptor
2025-03-11,25.00 BEECEPTOR 4XX*5191 09 MAR XX0054 25.00 BEECEPTOR 4XXXXX*5191 09 MAR XXXXXXXXXXXXXXXXXXX0054,467.84,,,,,,,,,,,,,,,,,,,,467.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beeceptor
2025-03-11,"25.00 NOTION LABS, 4XX*5191 08 MAR XX7381 25.00 NOTION LABS, 4XXXXX*5191 08 MAR XXXXXXXXXXXXXXXXXXX",467.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,467.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Notion Labs
2025-03-11,30.00 ISHRAQ LLC 4XX*5191 09 MAR XX3096 30.00 ISHRAQ LLC 4XXXXX*5191 09 MAR XXXXXXXXXXXXXXXXXXX3096,561.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,561.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISHRAQ
2025-03-11,Intuit 570.40 INTUIT *QBoo 4XXXXX*5225 09 MAR XXXXXXXXXXXXXXXXXXX7617 Intuit,570.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,570.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intuit
2025-03-11,"40.00 REPLIT, INC. 4XX*5191 09 MAR XX3571 40.00 REPLIT, INC. 4XXXXX*5191 09 MAR XXXXXXXXXXXXXXXXXXX",748.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,748.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Replit
2025-03-11,40.00 VERCEL INC. 4XX*5225 08 MAR XX3613 40.00 VERCEL INC. 4XXXXX*5225 08 MAR XXXXXXXXXXXXXXXXXXX36,748.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,748.55,,,,,,,,,,,,,,,,Vercel
2025-03-11,49.00 SKRAPP.IO STA 4XX*5191 09 MAR XX6590 49.00 SKRAPP.IO STA 4XXXXX*5191 09 MAR XXXXXXXXXXXXXXXXX,916.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,916.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skrapp.io
2025-03-11,69.00 OPENAI *CHATG 4XX*5191 09 MAR XX3181 69.00 OPENAI *CHATG 4XXXXX*5191 09 MAR XXXXXXXXXXXXXXXXX,1291.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1291.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open Ai
2025-03-11,"70.00 NOTION LABS, 4XX*5191 10 MAR XX6201 70.00 NOTION LABS, 4XXXXX*5191 10 MAR XXXXXXXXXXXXXXXXXXX",1309.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1309.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Notion Labs
2025-03-11,"Github Inc. 91.00 GITHUB, INC. 4XXXXX*5191 08 MAR XXXXXXXXXXXXXXXXXXX4888 Github Inc.",1702.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1702.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Github
2025-03-11,150.00 AUTH0.COM 4XX*5191 08 MAR XX9532 150.00 AUTH0.COM 4XXXXX*5191 08 MAR XXXXXXXXXXXXXXXXXXX9532,2807.07,,,,,,,,,,,,,,,2807.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Autho.com
2025-03-11,499.00 CASSIDYAI.CO 4XX*5191 09 MAR XX6861 499.00 CASSIDYAI.CO 4XXXXX*5191 09 MAR XXXXXXXXXXXXXXXXX,9338.19,,,,,,,,,,,,,,,,,,,,,,,,,,,9338.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CassidyAI
2025-03-11,Google Store 34.99 Google One 4XXXXX*5191 07 MAR XXXXXXXXXXXXXXXXXXX2023 Google Store,34.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google Suite
2025-03-11,7.00 CHATBASE 4XX*5191 10 MAR XX1702 7.00 CHATBASE 4XXXXX*5191 10 MAR XXXXXXXXXXXXXXXXXXX1702,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chatbase
2025-03-11,"10.00 REPLIT, INC. 4XX*5191 10 MAR XX9715 10.00 REPLIT, INC. 4XXXXX*5191 10 MAR XXXXXXXXXXXXXXXXXXX",187.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Replit
2025-03-12,32.00 BUBBLE STARTE 4XX*5191 11 MAR XX7091 32.00 BUBBLE STARTE 4XXXXX*5191 11 MAR XXXXXXXXXXXXXXXXX,600.59,,,,,,,,,,,,,,,,,,,,,,600.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bubble Starter
2025-03-12,Shopify 3633.95 SHOPIFY* 33 4XXXXX*5225 10 MAR XXXXXXXXXXXXXXXXXXX5039 Shopify,68005.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68005.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shopify
2025-03-12,99.00 DYNAMIC.XYZ 4XX*5191 11 MAR XX0875 99.00 DYNAMIC.XYZ 4XXXXX*5191 11 MAR XXXXXXXXXXXXXXXXXXX08,1858.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1858.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dynamic.xyz
2025-03-13,Intuit 570.40 INTUIT *QBoo 4XXXXX*5225 11 MAR XXXXXXXXXXXXXXXXXXX8146 Intuit,570.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,570.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intuit
2025-03-13,Intuit 570.40 INTUIT *QBoo 4XXXXX*5225 11 MAR XXXXXXXXXXXXXXXXXXX8112 Intuit,570.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,570.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intuit
2025-03-13,"Github Inc. 42.00 GITHUB, INC. 4XXXXX*5191 11 MAR XXXXXXXXXXXXXXXXXXX9230 Github Inc.",788.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,788.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Github
2025-03-13,"Github Inc. 65.85 GITHUB, INC. 4XXXXX*5191 11 MAR XXXXXXXXXXXXXXXXXXX1385 Github Inc.",1235.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1235.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Github
2025-03-13,Shopify 74.75 SHOPIFY* 3401 4XXXXX*5225 11 MAR XXXXXXXXXXXXXXXXXXX9481 Shopify,1402.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1402.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shopify
2025-03-13,"Github Inc. 210.00 GITHUB, INC. 4XXXXX*5225 11 MAR XXXXXXXXXXXXXXXXXXX8335 Github Inc.",3941.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3941.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Github
2025-03-14,15.00 TABNINE 4XX*5191 12 MAR XX1486 15.00 TABNINE 4XXXXX*5191 12 MAR XXXXXXXXXXXXXXXXXXX1486,281.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281.74,,,,,,,,,,,,,,,,,,,,,,,,,Tabnine
2025-03-15,180.00 AGENCYANALYT 4XX*5225 13 MAR XX2929 180.00 AGENCYANALYT 4XXXXX*5225 13 MAR XXXXXXXXXXXXXXXXX,3391.46,,,,,,,,,,,,3391.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AgencyAnalyt
2025-03-15,11.49 GOOGLE *Colab 4XX*5191 14 MAR XX8368 11.49 GOOGLE *Colab 4XXXXX*5191 14 MAR XXXXXXXXXXXXXXXXX,216.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google Suite
2025-03-15,27.55 RAILWAY 4XX*5191 13 MAR XX4684 27.55 RAILWAY 4XXXXX*5191 13 MAR XXXXXXXXXXXXXXXXXXX4684,519.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,519.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Railway
2025-03-15,5.00 WWW.FLUX.AI 4XX*5191 13 MAR XX5103 5.00 WWW.FLUX.AI 4XXXXX*5191 13 MAR XXXXXXXXXXXXXXXXXXX5103,94.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLUXAI
2025-03-15,113.85 DNH*GODADDY 4XX*5191 12 MAR XX7948 113.85 DNH*GODADDY 4XXXXX*5191 12 MAR XXXXXXXXXXXXXXXXX,113.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DNHGodaddy
2025-03-17,1.00 VERCEL INC. 4XXXXX*5225 13 MAR XXXXXXXXXXXXXXXXXXX7346 1.00 VERCEL INC. 4XXXXX*5225 13 MAR XXX,-17.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-17.76,,,,,,,,,,,,,,,,Vercel
